-1.011735847658562365e-01,-3.663519365945459016e-01,4.775018767377397361e-02,2.730259824641027844e-02,-9.725870153648748240e-02,-1.866670192838926767e-01,8.811907998634104233e-01,-8.199958115043466320e-03,2.269883735114668760e-02,-1.672976836277054458e-01,2.700265768648453871e-02,-9.605694945503243098e-03,4.452478503255288302e-03,-4.118452279273513567e-02,-9.929469362661419787e-03,-2.272898830004908485e-02
7.033384480867322930e-01,-1.307358635452617220e-02,6.873999365631809633e-02,8.251615576019454001e-02,3.197640120170373024e-01,3.646720570212447221e-01,-1.604029442167151376e-01,-1.418481440719186193e-01,-1.031491134849134989e-01,-1.796854591991875194e-01,-5.539836346368323672e-02,-1.340190896955918420e-01,-1.229403058792952058e-01,-1.873864185204113797e-01,-1.977166977125580372e-01,-2.434105439427259043e-01
-5.304820177845420703e-01,-1.919973065854327365e-01,2.385825676558045103e-02,1.911355236377734398e-02,1.392654642876523831e-02,-5.988569574556300568e-01,-1.324490025490966949e-01,1.670567583454898863e-02,3.166342586044874202e-02,1.545555763290383348e-02,1.906375723638634168e-01,2.470229076979378324e-01,2.668068906571507415e-01,1.733020193021163058e-01,2.092597715342332521e-01,2.460331079333752391e-01
-3.442503102404473880e-01,-3.131995111331009607e-01,2.066029363575934141e-01,1.442142593216653168e-01,-4.554074386618279791e-01,-3.311646495214334296e-01,-3.870695905515399160e-03,2.028101964812773217e-01,2.105986657958630881e-01,-1.725255449830328525e-01,2.408003825189543590e-01,2.597768449320803086e-01,-2.935681337011039269e-02,2.723116690196652478e-01,2.572715936364322609e-01,-1.446115842480635849e-01
5.326768112485603668e-01,-2.879507440098659776e-01,1.964082933005854015e-01,1.953910168501568623e-01,2.950220566360013952e-01,1.829215472944544785e-01,-5.254005586003580586e-01,-5.395247491660680461e-02,1.005542017253036463e-01,-2.785627596061249767e-01,1.026593279866045844e-01,-7.240553355524358137e-02,-6.519934639205567095e-02,-4.874562520301217033e-02,-6.729689379908450342e-02,-2.061193189593152064e-01
3.602515591823673285e-02,-2.132046802172149202e-01,2.715614583485763123e-01,2.783288000085255565e-01,1.510533446990599063e-02,-3.990200926438979834e-01,7.342098545850848923e-03,8.736894429789174299e-02,8.802494034444965920e-02,-5.358957753486889297e-01,2.729768974794765657e-01,2.223717851748459040e-01,5.561600044976559160e-02,1.011130532127655773e-01,1.401290018784206171e-01,-4.278429219189090471e-01
-3.808342619494584080e-01,-1.609748680546533306e-01,2.633273002296065424e-01,2.241645937460448879e-01,1.546588997786451924e-01,-4.560349963115408745e-01,-5.057224160032142146e-01,4.646016105770764404e-02,8.496932026328019028e-02,-1.856471483701008784e-01,2.488429665160452053e-01,1.980996992791827227e-01,1.926967251380298229e-01,1.229647043239155968e-01,1.566646075696036533e-01,-3.635287213094015590e-03
8.586409210559898808e-01,5.674528613490741058e-02,-1.383183397834669148e-01,-1.373074881124070612e-01,-2.471881080360667504e-02,3.123216862909634073e-01,5.589466040990705847e-02,-7.246463817769614735e-02,-1.728955557007931798e-01,-8.110909625481918517e-02,-1.680643718032339973e-01,-7.454210352503030934e-02,-7.561938974245303868e-02,-1.166445585127973000e-01,-1.306750009330867601e-01,-9.124320054237741728e-02
-3.432270796248438338e-01,-2.908419192920698171e-01,2.481598491049411270e-01,2.122015553089388051e-01,-1.130052551171587261e-01,-5.254806253224650892e-01,-1.244802607796238608e-01,1.344703304723733062e-01,1.554347071151120085e-01,-3.001549653012219876e-01,2.874369379125667479e-01,2.525277817938648139e-01,8.770503229256795819e-02,2.064104451224315351e-01,2.164344903387813435e-01,-1.035910240241950803e-01
4.783916622506316496e-02,1.810817079200098198e-02,-1.594401369967668458e-02,6.750226014986085432e-02,7.052595620314179303e-01,-3.853686379509747018e-01,-2.464611776300145995e-01,-1.757240307276569380e-01,-2.049798866093548166e-01,-2.180431134283727646e-01,4.613170159119316799e-02,2.780864369327891092e-02,3.571148100605767151e-01,-1.093267431379381371e-01,-5.544987616587650908e-02,1.415331648064732384e-01
